암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 힐튼의료재단 솔병원,21,병원,350000,전북,350005,부안군,부안읍,56308,"전북특별자치도 부안군 부안읍 석정로 170, (부안읍)",063-581-3800,,2015-05-29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.7364142,35.7307024
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,의료법인건강나라의료재단 건강나라요양병원,28,요양병원,350000,전북,350401,전주완산구,평화동2가,55135,"전북특별자치도 전주시 완산구 맏내로 114, (평화동2가)",063-225-0880,,2014-09-01,7,1,0,0,4,0,0,0,0,2,0,0,0,0,127.1293448,35.7905639
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,의료법인계산재단문실버요양병원,28,요양병원,350000,전북,350401,전주완산구,경원동3가,55000,"전북특별자치도 전주시 완산구 충경로 91, (경원동3가)",063-282-8833,,1996-02-01,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1491025,35.819633
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인석천재단고창병원,11,종합병원,350000,전북,350001,고창군,고창읍,56436,"전북특별자치도 고창군 고창읍 화신1길 9, (고창읍)",063-560-5600,http://www.gchospital.net/main.php,1988-07-09,19,0,0,0,19,0,0,0,0,0,0,0,0,0,126.6933531,35.4364278
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,의료법인성노복지의료재단효자요양병원,28,요양병원,350000,전북,350001,고창군,무장면,56457,"전북특별자치도 고창군 무장면 감덕길 19, 19",063-561-0841,www.snyoyang.com/,2004-12-10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,126.6106647,35.3901682
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,의료법인성은의료재단참조은병원,29,정신병원,350000,전북,350500,정읍시,수성동,56163,"전북특별자치도 정읍시 새암길 29-11, (수성동)",063-538-9730,,2010-06-11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8524347,35.5678006
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,의료법인성하의료재단 누가병원,21,병원,350000,전북,350100,군산시,조촌동,54076,"전북특별자치도 군산시 백릉로 70, (조촌동)",063-450-0900,,2012-02-16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.7335511,35.9752881
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인영경의료재단전주병원,11,종합병원,350000,전북,350401,전주완산구,중화산동2가,54985,"전북특별자치도 전주시 완산구 한두평3길 13, (중화산동2가, 전주병원)",063-220-7200,www.jjhospital.co.kr/,2007-01-10,47,1,0,0,45,1,0,0,0,0,0,0,0,0,127.1248246,35.8152645
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,의료법인영경의료재단호성전주병원,21,병원,350000,전북,350402,전주덕진구,호성동1가,54902,"전북특별자치도 전주시 덕진구 동부대로 895, 6층 (호성동1가)",063-240-8800,,2014-04-07,18,1,0,0,17,0,0,0,0,0,0,0,0,0,127.1478954,35.8654857
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,의료법인완주의료재단한마음화산병원,29,정신병원,350000,전북,350008,완주군,화산면,55309,"전북특별자치도 완주군 화산면 운제로 100, (한마음화산병원)",063-260-1300,,2015-08-28,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.2246847,36.0120432
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,의료법인원산의료재단 다사랑요양병원,28,요양병원,350000,전북,350200,남원시,산곡동,55730,"전북특별자치도 남원시 산곡길 55, (산곡동, 다사랑요양병원)",063-630-1500,,2015-08-10,4,1,0,0,2,0,0,0,0,1,0,0,0,0,127.3709804,35.4265772
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,의료법인정익재단 메디케어요양병원,28,요양병원,350000,전북,350001,고창군,성내면,56419,"전북특별자치도 고창군 성내면 이재로 81-9, 81",063-561-6550,,2004-10-29,2,1,0,0,1,0,0,0,0,0,0,0,0,0,126.7433853,35.5587074
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,의료법인지석의료재단 신세계효병원,29,정신병원,350000,전북,350600,김제시,금산면,54346,"전북특별자치도 김제시 금산면 구성5길 84-15, (금산면)",063-545-8100,,2010-05-11,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.00789,35.7447837
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,이가위한의원,93,한의원,350000,전북,350401,전주완산구,효자동2가,55060,"전북특별자치도 전주시 완산구 서원로 66, 2층 (효자동2가)",063-283-7375,,2009-03-04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1016386,35.8133883
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,이가정의학과의원,31,의원,350000,전북,350500,정읍시,상동,56191,"전북특별자치도 정읍시 충정로 70, (상동)",063-533-7573,,1998-02-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8691522,35.5600962
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,이강원내과의원,31,의원,350000,전북,350300,익산시,신동,54647,"전북특별자치도 익산시 인북로 339, (신동)",063-843-0871,,2010-04-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9609395,35.958601
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,이건치과의원,51,치과의원,350000,전북,350401,전주완산구,평화동2가,55134,"전북특별자치도 전주시 완산구 모악로 4733, 2,3층 (평화동2가, 미소빌딩)",063-228-7528,http://egun.co.kr/index.htm,1999-12-09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1313927,35.791995
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,이건학한의원,93,한의원,350000,전북,350402,전주덕진구,금암동,54922,"전북특별자치도 전주시 덕진구 조경단로 72, (금암동)",271-5758,,1985-03-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1388818,35.8405281
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,이경로한의원,93,한의원,350000,전북,350401,전주완산구,평화동2가,55126,"전북특별자치도 전주시 완산구 소대배기로 10, (평화동2가)",063-229-3066,,2002-11-18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1311759,35.7872235
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,이경미소아청소년과의원,31,의원,350000,전북,350402,전주덕진구,송천동2가,55149,"전북특별자치도 전주시 덕진구 세병로 26, 3층 (송천동2가)",063-254-8800,,2018-10-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.127701,35.8741097
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,이경하치과의원,51,치과의원,350000,전북,350401,전주완산구,효자동3가,54956,"전북특별자치도 전주시 완산구 세내로 544, (효자동3가, 서곡지구현대아파트앞)",063-272-2875,,2000-01-08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.0998244,35.8339767
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,이경희치과의원,51,치과의원,350000,전북,350300,익산시,중앙동1가,54601,"전북특별자치도 익산시 중앙로 6, (중앙동1가)",063-854-8000,,1987-11-27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.9475722,35.9396592
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,이규갑치과의원,51,치과의원,350000,전북,350600,김제시,요촌동,54379,"전북특별자치도 김제시 동서로 247, (요촌동)",063-544-2075,,2002-04-23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.8941337,35.8036589
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,이근수치과의원,51,치과의원,350000,전북,350100,군산시,소룡동,54164,"전북특별자치도 군산시 동아로 148, 303호 (소룡동, 소룡프라자)",063-465-8274,,1995-05-11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.6844784,35.9683841
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,이금신산부인과의원,31,의원,350000,전북,350300,익산시,영등동,54636,"전북특별자치도 익산시 무왕로 1030, (영등동)",063-834-8900,,2002-03-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9711967,35.9581244
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,이기은진단검사의학과의원,31,의원,350000,전북,350402,전주덕진구,금암동,54930,"전북특별자치도 전주시 덕진구 조경단로 61, 2층 (금암동)",063-255-9119,,2011-03-02,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1381734,35.8399309
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjODEjJDEjJDIjJDgz,이기훈내과의원,31,의원,350000,전북,350300,익산시,황등면,54533,"전북특별자치도 익산시 황등면 황등서로 4, 1,2층",063-852-3321,,2014-12-26,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9439545,36.0032142
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,이남심내과정형외과의원,31,의원,350000,전북,350402,전주덕진구,인후동2가,54926,"전북특별자치도 전주시 덕진구 안덕원로 157, (인후동2가)",063-274-8858,,1990-03-06,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1451718,35.8333487
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,이노마취통증의학과의원,31,의원,350000,전북,350402,전주덕진구,금암동,54930,"전북특별자치도 전주시 덕진구 백제대로 624, (금암동, 이노병원)",063-259-9041,,2017-07-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1379311,35.8418873
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,이노탑치과의원,51,치과의원,350000,전북,350402,전주덕진구,중동,54871,"전북특별자치도 전주시 덕진구 기지로 66, 4층 401호 (중동)",063-227-2804,,2017-03-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.0590112,35.8380511
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,이노플러스성형외과의원,31,의원,350000,전북,350402,전주덕진구,금암동,54930,"전북특별자치도 전주시 덕진구 백제대로 624, (금암동)",063-259-9000,,2018-01-30,7,2,0,0,5,0,0,0,0,0,0,0,0,0,127.1379311,35.8418873
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,이노피부과의원,31,의원,350000,전북,350401,전주완산구,중화산동2가,54975,"전북특별자치도 전주시 완산구 효자로 266, (중화산동2가)",063-288-9800,,2016-09-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1144908,35.8187996
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,이닥터홍성우치과의원,51,치과의원,350000,전북,350401,전주완산구,효자동3가,54969,"전북특별자치도 전주시 완산구 홍산중앙로 14, 3층 303호 (효자동3가)",063-905-5678,,2014-10-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1093336,35.8148678
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDYjJDgz,이담호이비인후과의원,31,의원,350000,전북,350006,순창군,순창읍,56042,"전북특별자치도 순창군 순창읍 남계로 92, (순창읍)",063-653-8297,,2019-09-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1459259,35.3746908
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,이덕수내과의원,31,의원,350000,전북,350402,전주덕진구,인후동1가,55018,"전북특별자치도 전주시 덕진구 정언신로 89, (인후동1가)",063-241-7582,,1999-10-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1636595,35.8312986
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,이동열마취통증의학과의원,31,의원,350000,전북,350300,익산시,남중동,54623,"전북특별자치도 익산시 인북로 254, (남중동)",063-851-9100,,2007-06-15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9583135,35.9510262
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,이동엽진심내과의원,31,의원,350000,전북,350401,전주완산구,중화산동1가,55046,"전북특별자치도 전주시 완산구 서원로 356-1, 2층 (중화산동1가)",063-285-2200,,2019-09-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1329856,35.8133029
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,이동욱내과의원,31,의원,350000,전북,350200,남원시,도통동,55757,"전북특별자치도 남원시 용성로 222, (도통동)",635-0777,,2002-05-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.3966882,35.4172622
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,이레한의원,93,한의원,350000,전북,350300,익산시,영등동,54644,"전북특별자치도 익산시 약촌로 207, (영등동)",063-842-5112,,2000-02-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9737942,35.9522032
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,이로운치과의원,51,치과의원,350000,전북,350401,전주완산구,서신동,54948,"전북특별자치도 전주시 완산구 당산로 49, (서신동, 제일비사벌상가 109동 205호)",063-274-2874,,2014-09-05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.113594,35.8323445
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,이루다치과의원,51,치과의원,350000,전북,350100,군산시,조촌동,54072,"전북특별자치도 군산시 궁포안2길 27, 3층 308, 309호 (조촌동)",063-443-2875,,2022-03-31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,126.7448581,35.9766893
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,이룸의원,31,의원,350000,전북,350401,전주완산구,효자동2가,55079,"전북특별자치도 전주시 완산구 효천중앙로 55, 6층 602,603호 (효자동2가)",063-236-8881,,2024-03-29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1078764,35.7989571
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,이린치과의원,51,치과의원,350000,전북,350401,전주완산구,효자동1가,55093,"전북특별자치도 전주시 완산구 백제대로 140, 3층 305호 (효자동1가, 효자메디칼)",063-228-8575,,2000-05-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1238833,35.805427
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,이명철성형외과의원,31,의원,350000,전북,350401,전주완산구,중앙동2가,55038,"전북특별자치도 전주시 완산구 충경로 38, (중앙동2가)",063-285-8188,,1988-11-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1434633,35.8172959
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,이문보건진료소,73,보건진료소,350000,전북,350008,완주군,이서면,55364,"전북특별자치도 완주군 이서면 용서1길 151, (이서면)",063-290-3085,,1983-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0141506,35.8322197
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,이미지치과의원,51,치과의원,350000,전북,350401,전주완산구,평화동1가,55134,"전북특별자치도 전주시 완산구 모악로 4769, (평화동1가)",063-237-2080,http://www.imagehome.co.kr,2006-02-15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1321671,35.795075
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,이미지치과의원,51,치과의원,350000,전북,350300,익산시,동산동,54606,"전북특별자치도 익산시 평동로 705, (동산동, 이마트)",063-858-2871,,2006-09-25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.9578256,35.9305531
JDQ4MTYyMiM2MSMkMSMkNiMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,이민석한의원,93,한의원,350000,전북,350300,익산시,모현동1가,54656,"전북특별자치도 익산시 선화로 137, (모현동1가, 모현빌딩)",063-856-1075,,2008-03-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,126.9460757,35.9480729
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNjEjJDEjJDgjJDgz,이바르게치과교정과치과의원,51,치과의원,350000,전북,350402,전주덕진구,금암동,54932,"전북특별자치도 전주시 덕진구 백제대로 532, 1층 (금암동)",063-285-0900,http://www.smile4you.co.kr,1998-04-24,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1286987,35.838657
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,이방원산부인과의원,31,의원,350000,전북,350300,익산시,부송동,54560,"전북특별자치도 익산시 부송로 68, (부송동)",063-857-5511,,1990-04-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9909642,35.9576853
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,이백면보건지소,72,보건지소,350000,전북,350200,남원시,이백면,55722,"전북특별자치도 남원시 이백면 과리길 14, 이백면보건지소",063-620-5420,,1995-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.4572297,35.4263182
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,이비뇨기과의원,31,의원,350000,전북,350200,남원시,금동,55769,"전북특별자치도 남원시 남문로 438, (금동)",063-626-7582,,1994-04-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.3792015,35.4062992
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,이사랑부부치과의원,51,치과의원,350000,전북,350500,정읍시,수성동,56163,"전북특별자치도 정읍시 초산로 83, (수성동)",063-535-2531,,1995-04-25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,126.8552276,35.5662784
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,이사랑치과의원,51,치과의원,350000,전북,350402,전주덕진구,만성동,54867,"전북특별자치도 전주시 덕진구 만성남로 48, 3층 (만성동)",063-253-2004,,1999-05-07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.0736949,35.8391994
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,이사랑치과의원,51,치과의원,350000,전북,350008,완주군,삼례읍,55342,"전북특별자치도 완주군 삼례읍 동학로 32, (삼례읍)",063-291-3883,,1999-04-24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.0748576,35.9106614
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQxIyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,이사랑치과의원,51,치과의원,350000,전북,350100,군산시,나운동,54135,"전북특별자치도 군산시 백토로 114, (나운동, 광명빌딩301호)",063-462-2804,,2015-01-09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,126.7054658,35.9689985
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,이사랑치과의원,51,치과의원,350000,전북,350300,익산시,황등면,54533,"전북특별자치도 익산시 황등면 황등로 169-1, (황등면)",063-856-2875,,1998-11-04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.9443334,36.0070747
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,이상건치과의원,51,치과의원,350000,전북,350100,군산시,나운동,54145,"전북특별자치도 군산시 의료원로 159, 203호 (나운동, 신일상가)",063-471-0801,,1998-03-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,126.6988344,35.9588613
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,이상권가정의학과의원,31,의원,350000,전북,350401,전주완산구,효자동1가,55080,"전북특별자치도 전주시 완산구 효자천변2길 14, 상산타운 2층 201호 (효자동1가)",063-224-7542,,2001-04-26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1138613,35.8047237
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,이상영가정의학과의원,31,의원,350000,전북,350402,전주덕진구,여의동,54850,"전북특별자치도 전주시 덕진구 쪽구름로 61, 2층 (여의동)",063-211-1721,,1997-03-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0764799,35.8708411
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,이상현치과의원,51,치과의원,350000,전북,350402,전주덕진구,덕진동2가,54892,"전북특별자치도 전주시 덕진구 가련산로 14, 3층 (덕진동2가)",063-255-2987,,2002-08-29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1108128,35.8409063
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,이상희재활의학과의원,31,의원,350000,전북,350006,순창군,순창읍,56040,"전북특별자치도 순창군 순창읍 순창9길 12-14, (순창읍)",063-653-8274,,2015-03-12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1421628,35.3761733
JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,이서보건지소,72,보건지소,350000,전북,350008,완주군,이서면,55366,"전북특별자치도 완주군 이서면 이서로 55, (이서면)",063-290-3126,,1970-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0225742,35.8207022
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,이성근내과의원,31,의원,350000,전북,350300,익산시,부송동,54558,"전북특별자치도 익산시 무왕로26길 19, 2층 (부송동)",063-838-0075,,2006-02-03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9984307,35.9591377
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,이성호정형외과의원,31,의원,350000,전북,350300,익산시,마동,54598,"전북특별자치도 익산시 서동로 91, (마동)",063-853-5501,,2000-02-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9615201,35.933828
